公演	51	こうえん	kouen
公爵	51	こうしゃく	koushaku
共和政治	51	きょうわせいじ	kyouwaseiji
共犯者	51	きょうはんしゃ	kyouhansha
再度	51	さいど	saido
切符	51	きっぷ	kippu
剣客	51	けんかく, けんきゃく	kenkaku, kenkyaku
化け	51	ばけ	bake
合意	51	ごうい	goui
名古屋	51	なごや	nagoya
善良	51	ぜんりょう	zenryou
喪失	51	そうしつ	soushitsu
囚人	51	しゅうじん, めしゅうど, めしうど	shuujin, meshuudo, meshiudo
図星	51	ずぼし	zuboshi
大歓迎	51	だいかんげい	daikangei
大隊	51	だいたい	daitai
天理	51	てんり	tenri
子孫	51	しそん	shison
孤児	51	こじ, みなしご	koji, minashigo
学生時代	51	がくせいじだい	gakuseijidai
学食	51	がくしょく	gakushoku
定め	51	さだめ	sadame
将校	51	しょうこう	shoukou
属性	51	ぞくせい	zokusei
布地	51	ぬのじ, きれじ	nunoji, kireji
師範代	51	しはんだい	shihandai
引き締める	51	ひきしめる	hikishimeru
心して	51	こころして	kokoroshite
心外	51	しんがい	shingai
恐らくは	51	おそらくは	osorakuha
悪者	51	わるもの	warumono
手中	51	しゅちゅう	shuchuu
数人	51	すうにん	suunin
旗下	51	きか	kika
昇格	51	しょうかく	shoukaku
朧	51	おぼろ	oboro
果実	51	かじつ	kajitsu
水槽	51	すいそう	suisou
水鉄砲	51	みずでっぽう	mizudeppou
深追い	51	ふかおい	fukaoi
漆黒	51	しっこく	shikkoku
火災	51	かさい	kasai
無縁	51	むえん	muen
現金	51	げんきん	genkin
甘んじる	51	あまんじる	amanjiru
異論	51	いろん	iron
皆さま	51	みなさま	minasama
皆無	51	かいむ	kaimu
砲弾	51	ほうだん	houdan
私的	51	してき	shiteki
秘密基地	51	ひみつきち	himitsukichi
立ち入り禁止	51	たちいりきんし	tachiirikinshi
立ち寄る	51	たちよる	tachiyoru
繰り出す	51	くりだす	kuridasu
良好	51	りょうこう	ryoukou
若手	51	わかて	wakate
見切る	51	みきる	mikiru
許容	51	きょよう	kyoyou
試作	51	しさく	shisaku
認定	51	にんてい	nintei
請う	51	こう	kou
講義	51	こうぎ	kougi
賑やか	51	にぎやか	nigiyaka
身代わり	51	みがわり	migawari
軍部	51	ぐんぶ	gunbu
軟弱	51	なんじゃく	nanjaku
迷彩	51	めいさい	meisai
逃げ道	51	にげみち	nigemichi
部費	51	ぶひ	buhi
関連	51	かんれん	kanren
阻む	51	はばむ	habamu
雪女	51	ゆきおんな	yukionna
電池	51	でんち	denchi
静	51	せい	sei
駆け引き	51	かけひき	kakehiki
あいおい	50	あいおい	aioi
ありさま	50	ありさま, ありよう	arisama, ariyou
お預け	50	おあずけ	oazuke
けら	50	きつつき, たくぼくちょう, けら, けらつつき, キツツキ	kitsutsuki, takubokuchou, kera, keratsutsuki, kitsutsuki
こたつ	50	こたつ, コタツ	kotatsu, kotatsu
ごみ	50	ごみ, ゴミ, あくた	gomi, gomi, akuta
すり潰す	50	すりつぶす	suritsubusu
たかる	50	たかる	takaru
ちゅう	50	ちゅう, ちゅー, チュー	chuu, chu-, chu-
でなければ	50	でなければ, でないと	denakereba, denaito
どうどう	50	どうどう	doudou
のっとる	50	のっとる	nottoru
はめ	50	はめ	hame
ひと口	50	ひとくち	hitokuchi
ひと晩	50	ひとばん	hitoban
まさお	50	まさお	masao
むす	50	むす	musu
オーストラリア	50	オーストラリア	o-sutoraria
カッター	50	カッター	katta-
ガソリン	50	ガソリン	gasorin
ガール	50	ガール	ga-ru
コーヒーゼリー	50	コーヒーゼリー, コーヒー・ゼリー	ko-hi-zeri-, ko-hi-・zeri-
サンプル	50	サンプル	sanpuru
テクニック	50	テクニック, テクニーク	tekunikku, tekuni-ku
ニンジン	50	にんじん, ニンジン	ninjin, ninjin
ビスケット	50	ビスケット	bisuketto
ピンポイント	50	ピンポイント	pinpointo
ファースト	50	ファースト, ファスト	fwa-suto, fwasuto
ブラックホール	50	ブラックホール, ブラック・ホール	burakkuho-ru, burakku・ho-ru
プリンス	50	プリンス	purinsu
ベタベタ	50	ベタベタ, べたべた	betabeta, betabeta
マニア	50	マニア, マニヤ	mania, maniya
ルー	50	ルー, ルウ	ru-, ruu
ロビー	50	ロビー	robi-
万事	50	ばんじ	banji
上達	50	じょうたつ	joutatsu
事業	50	じぎょう, ことわざ	jigyou, kotowaza
仕入れる	50	しいれる	shiireru
付属	50	ふぞく	fuzoku
何ひとつ	50	なにひとつ	nanihitotsu
使者	50	ししゃ	shisha
侮る	50	あなどる, あなずる	anadoru, anazuru
係	50	かかり	kakari
促す	50	うながす	unagasu
傍	50	そば, そく, はた	soba, soku, hata
出荷	50	しゅっか	shukka
刑	50	けい	kei
原理	50	げんり	genri
厳密	50	げんみつ	genmitsu
古く	50	ふるく	furuku
叫び	50	さけび	sakebi
呼び寄せる	50	よびよせる	yobiyoseru
四国	50	しこく	shikoku
国語	50	こくご	kokugo
夏期	50	かき	kaki
多大	50	ただい	tadai
大本営	50	だいほんえい	daihonei
大活躍	50	だいかつやく	daikatsuyaku
失神	50	しっしん	shisshin
奴め	50	やつめ	yatsume
孝	50	こう	kou
学会	50	がっかい	gakkai
学級	50	がっきゅう	gakkyuu
安泰	50	あんたい	antai
実況	50	じっきょう	jikkyou
家庭教師	50	かていきょうし	kateikyoushi
密集	50	みっしゅう	misshuu
寝顔	50	ねがお	negao
就活	50	しゅうかつ	shuukatsu
尼	50	あま	ama
履歴書	50	りれきしょ	rirekisho
差別	50	さべつ	sabetsu
強奪	50	ごうだつ	goudatsu
循環	50	じゅんかん	junkan
必勝	50	ひっしょう	hisshou
性能	50	せいのう	seinou
息抜き	50	いきぬき	ikinuki
悠長	50	ゆうちょう	yuuchou
憶える	50	おぼえる	oboeru
所持	50	しょじ	shoji
手ぶら	50	てぶら	tebura
手際	50	てぎわ	tegiwa
投じる	50	とうじる	toujiru
採れる	50	とれる	toreru
接客	50	せっきゃく	sekkyaku
撤収	50	てっしゅう	tesshuu
有る	50	ある	aru
治癒	50	ちゆ	chiyu
測定	50	そくてい	sokutei
濃厚	50	のうこう	noukou
爺さん	50	じいさん	jiisan
牛丼	50	ぎゅうどん	gyuudon
独り占め	50	ひとりじめ	hitorijime
生体	50	せいたい	seitai
社会的	50	しゃかいてき	shakaiteki
税金	50	ぜいきん	zeikin
純情	50	じゅんじょう	junjou
終盤	50	しゅうばん	shuuban
組み込む	50	くみこむ	kumikomu
経験者	50	けいけんしゃ	keikensha
縮まる	50	ちぢまる	chidjimaru
肉じゃが	50	にくじゃが, にくジャガ	nikujaga, nikujaga
肉食獣	50	にくしょくじゅう	nikushokujuu
芸能	50	げいのう	geinou
行使	50	こうし	koushi
補佐	50	ほさ	hosa
西暦	50	せいれき	seireki
見習	50	みならい	minarai
謀る	50	はかる	hakaru
負荷	50	ふか	fuka
追試	50	ついし	tsuishi
透く	50	すく	suku
連れ込む	50	つれこむ	tsurekomu
連勝	50	れんしょう	renshou
配属	50	はいぞく	haizoku
酔っぱらう	50	よっぱらう	yopparau
陣営	50	じんえい	jinei
難い	50	かたい	katai
需要	50	じゅよう	juyou
養分	50	ようぶん	youbun
高等	50	こうとう	koutou
鴨	50	かも, カモ	kamo, kamo
１万円	50	いちまんえん	ichimanen
ＢＧＭ	50	ビージーエム	bi-ji-emu
あす	49	あした, あす, みょうにち	ashita, asu, myounichi
いけい	49	いけい	ikei
いっぺん	49	いっぺん	ippen
いつく	49	いつく	itsuku
えどこ	49	えどこ	edoko
おり	49	おり	ori
おろす	49	おろす	orosu
お札	49	おさつ	osatsu
お顔	49	おかお	okao
からい	49	からい	karai
きしむ	49	きしむ	kishimu
さてさて	49	さてさて	satesate
しょうよう	49	しょうよう	shouyou
たぬき	49	たぬき, タヌキ	tanuki, tanuki
なんだこりゃ	49	なんだこりゃ	nandakorya
はじまる	49	はじまる	hajimaru
ふえ	49	ふえ	fue
へる	49	へる	heru
ぽん	49	ポン, ぽん	pon, pon
まんじゅう	49	まんじゅう	manjuu
みじん	49	みじん	mijin
やぎ	49	やぎ, ヤギ	yagi, yagi
りょうこ	49	りょうこ	ryouko
アカデミー	49	アカデミー, アキャデミィ	akademi-, akyademyi
アゴ	49	あご, がく, アゴ	ago, gaku, ago
カリン	49	かりん, カリン	karin, karin
カロス	49	カロス	karosu
ギャッ	49	きゃっ, キャー, ぎゃあ, キャッ, きゃあ, ギャー, ぎゃっ, ギャッ	kya, kya-, gyaa, kya, kyaa, gya-, gya, gya
グッド	49	グッド	guddo
コイル	49	コイル	koiru
コンペ	49	コンペ	konpe
サル	49	さる, サル	saru, saru
シカト	49	しかと, シカト	shikato, shikato
シャドー	49	シャドー, シャドウ	shado-, shadou
シュシュ	49	シュシュ	shushu
ショップ	49	ショップ	shoppu
シンクロ	49	シンクロ	shinkuro
ツバメ	49	つばめ, ツバメ	tsubame, tsubame
ディスク	49	ディスク	dhisuku
トロイ	49	トロイ	toroi
トロンボーン	49	トロンボーン	toronbo-n
ナス	49	なす, なすび, ナス, ナスビ	nasu, nasubi, nasu, nasubi
ノリノリ	49	のりのり, ノリノリ	norinori, norinori
バイト代	49	バイトだい	baitodai
フィル	49	フィル	fyiru
フリーター	49	フリーター	furi-ta-
モチベーション	49	モチベーション	mochibe-shon
リハーサル	49	リハーサル	riha-saru
ルーキー	49	ルーキー	ru-ki-
ループ	49	ループ	ru-pu
一つ一つ	49	ひとつひとつ	hitotsuhitotsu
一丁	49	いっちょう	icchou
不断	49	ふだん	fudan
亡き	49	なき	naki
使い切る	49	つかいきる	tsukaikiru
使用人	49	しようにん	shiyounin
候補者	49	こうほしゃ	kouhosha
元気出して	49	げんきだして	genkidashite
全土	49	ぜんど	zendo
共通点	49	きょうつうてん	kyoutsuuten
写メ	49	しゃメ	shame
刻印	49	こくいん	kokuin
前代未聞	49	ぜんだいみもん	zendaimimon
医学	49	いがく	igaku
即答	49	そくとう	sokutou
原則	49	げんそく	gensoku
反感	49	はんかん	hankan
取り込み中	49	とりこみちゅう	torikomichuu
口調	49	くちょう	kuchou
同調	49	どうちょう	douchou
向き	49	むき	muki
呑む	49	のむ	nomu
地響き	49	じひびき	jihibiki
執り行う	49	とりおこなう	toriokonau
大昔	49	おおむかし	oomukashi
夫妻	49	ふさい	fusai
守護	49	しゅご	shugo
宴会	49	えんかい	enkai
宿す	49	やどす	yadosu
密航者	49	みっこうしゃ	mikkousha
寛容	49	かんよう	kan'you
対価	49	たいか	taika
対面	49	たいめん	taimen
専制	49	せんせい	sensei
専制政治	49	せんせいせいじ	senseiseiji
山脈	49	さんみゃく, やまなみ	sanmyaku, yamanami
引き継ぎ	49	ひきつぎ	hikitsugi
当事者	49	とうじしゃ	toujisha
後遺症	49	こういしょう	kouishou
息吹	49	いぶき	ibuki
悔いる	49	くいる	kuiru
所有者	49	しょゆうしゃ	shoyuusha
所長	49	しょちょう	shochou
拡散	49	かくさん	kakusan
持ち合わせる	49	もちあわせる	mochiawaseru
探し物	49	さがしもの	sagashimono
接する	49	せっする	sessuru
掲示板	49	けいじばん	keijiban
提示	49	ていじ	teiji
揺らす	49	ゆらす	yurasu
文字どおり	49	もじどおり	mojidoori
柿	49	かき, カキ	kaki, kaki
校庭	49	こうてい	koutei
欲する	49	ほっする	hossuru
武運	49	ぶうん	buun
気軽	49	きがる	kigaru
消し飛ぶ	49	けしとぶ	keshitobu
消失	49	しょうしつ, そうしつ	shoushitsu, soushitsu
湊	49	みなと	minato
無神経	49	むしんけい	mushinkei
物好き	49	ものずき	monozuki
略奪	49	りゃくだつ	ryakudatsu
発掘	49	はっくつ	hakkutsu
発散	49	はっさん	hassan
登場人物	49	とうじょうじんぶつ	toujoujinbutsu
監	49	げん	gen
目前	49	めさき	mesaki
目撃者	49	もくげきしゃ	mokugekisha
真意	49	しんい	shini
砲火	49	ほうか	houka
破損	49	はそん	hason
稀	49	まれ	mare
積み重ねる	49	つみかさねる	tsumikasaneru
立ち去る	49	たちさる	tachisaru
立ち直る	49	たちなおる	tachinaoru
管制	49	かんせい	kansei
紛らわしい	49	まぎらわしい	magirawashii
職	49	しょく	shoku
芽生える	49	めばえる	mebaeru
見回り	49	みまわり	mimawari
覚えてろ	49	おぼえてろ	oboetero
言いよう	49	いいよう, いいざま	iiyou, iizama
言葉遣い	49	ことばづかい	kotobazukai
診断	49	しんだん	shindan
読み	49	よみ	yomi
講堂	49	こうどう	koudou
踏まえる	49	ふまえる	fumaeru
転がす	49	ころがす	korogasu
遠回り	49	とおまわり	toomawari
都市伝説	49	としでんせつ	toshidensetsu
配達	49	はいたつ	haitatsu
重視	49	じゅうし	juushi
鉛筆	49	えんぴつ, エンピツ	enpitsu, enpitsu
長居	49	ながい	nagai
長期	49	ちょうき	chouki
関門	49	かんもん	kanmon
集う	49	つどう	tsudou
風邪ひく	49	かぜひく	kazehiku
館長	49	かんちょう	kanchou
６つ	49	むっつ, むつ	muttsu, mutsu
ああそうそう	48	ああそうそう	aasousou
あいった	48	あいった	aitta
いこう	48	いこう	ikou
おおかた	48	おおかた	ookata
おっす	48	おっす, おす	ossu, osu
かぎ	48	かぎ, カギ	kagi, kagi
かるい	48	かるい, かろい	karui, karoi
か弱い	48	かよわい	kayowai
さっす	48	さっす	sassu
たこ	48	たこ, べんち, へんち	tako, benchi, henchi
ただちに	48	ただちに	tadachini
つっこむ	48	つっこむ	tsukkomu
つぼ	48	つぼ	tsubo
なつめ	48	なつめ, ナツメ	natsume, natsume
なんば	48	なんば	nanba
のける	48	のける, どける	nokeru, dokeru
はじめて	48	はじめて	hajimete
ひかげ	48	ひかげ	hikage
ひそか	48	ひそか	hisoka
ほっぺ	48	ほっぺ	hoppe
まける	48	まける	makeru
よくもまあ	48	よくもまあ	yokumomaa
よしみ	48	よしみ, ぎ, よしび	yoshimi, gi, yoshibi
アクシデント	48	アクシデント, アクスィデン	akushidento, akuswiden
アレンジ	48	アレンジ	arenji
イタリアン	48	イタリアン	itarian
シャイ	48	シャイ	shai
ジャー	48	ジャー	ja-
ソッコー	48	ソッコー	sokko-
ダイビング	48	ダイビング	daibingu
ダンジョン	48	ダンジョン	danjon
チューバ	48	チューバ, テューバ	chu-ba, thu-ba
デミ	48	デミ	demi
ドリンク	48	ドリンク	dorinku
バネ	48	ばね, ぜんまい, はつじょう, だんき, バネ	bane, zenmai, hatsujou, danki, bane
バラ色	48	バラいろ, ばらいろ	barairo, barairo
パラシュート	48	パラシュート	parashu-to
一党	48	いっとう	ittou
一身	48	いちみ	ichimi
下半身	48	かはんしん, しもはんしん	kahanshin, shimohanshin
乗っかる	48	のっかる	nokkaru
九州	48	きゅうしゅう	kyuushuu
予	48	よ	yo
事項	48	じこう	jikou
何という	48	なんという, なんとゆう	nantoiu, nantoyuu
何様	48	なにさま	nanisama
作り直す	48	つくりなおす	tsukurinaosu
作戦会議	48	さくせんかいぎ	sakusenkaigi
保管	48	ほかん	hokan
公式戦	48	こうしきせん	koushikisen
内面	48	ないめん	naimen
凶器	48	きょうき	kyouki
出し物	48	だしもの	dashimono
出産	48	しゅっさん	shussan
利口	48	りこう	rikou
前半	48	ぜんはん, ぜんぱん	zenhan, zenpan
力不足	48	ちからぶそく	chikarabusoku
右足	48	みぎあし	migiashi
名声	48	めいせい	meisei
味覚	48	みかく	mikaku
器量	48	きりょう	kiryou
団子	48	だんご	dango
図書	48	としょ	tosho
地雷	48	じらい	jirai
声音	48	せいおん, こわね	seion, kowane
夜食	48	やしょく	yashoku
失せる	48	うせる	useru
女子会	48	じょしかい	joshikai
女子大生	48	じょしだいせい	joshidaisei
威厳	48	いげん	igen
安らか	48	やすらか	yasuraka
完敗	48	かんぱい	kanpai
客観的	48	きゃっかんてき	kyakkanteki
射殺	48	しゃさつ	shasatsu
小判	48	こばん	koban
小麦粉	48	こむぎこ	komugiko
屁	48	おなら, へ	onara, he
巻き上げる	48	まきあげる	makiageru
常連	48	じょうれん	jouren
店内	48	てんない	tennai
御用	48	ごよう	goyou
怪力	48	かいりき	kairiki
悪人	48	あくにん	akunin
愚者	48	ぐしゃ	gusha
戦略的	48	せんりゃくてき	senryakuteki
手短	48	てみじか	temijika
技師	48	ぎし	gishi
抗う	48	あらがう	aragau
招集	48	しょうしゅう	shoushuu
接点	48	せってん	setten
教訓	48	きょうくん	kyoukun
整備	48	せいび	seibi
敵軍	48	てきぐん	tekigun
新撰組	48	しんせんぐみ	shinsengumi
新曲	48	しんきょく	shinkyoku
昔話	48	むかしばなし	mukashibanashi
時速	48	じそく	jisoku
本土	48	ほんど	hondo
栗	48	くり, クリ	kuri, kuri
正規	48	せいき	seiki
汚染	48	おせん	osen
流行る	48	はやる	hayaru
流行	48	はやり, りゅうこう	hayari, ryuukou
海燕	48	うみつばめ, ウミツバメ	umitsubame, umitsubame
減点	48	げんてん	genten
無知	48	むち	muchi
特進	48	とくしん	tokushin
発達	48	はったつ	hattatsu
白紙	48	はくし, しらかみ	hakushi, shirakami
白髪	48	しらが, はくはつ	shiraga, hakuhatsu
目覚まし	48	めざまし	mezamashi
眉毛	48	まゆげ	mayuge
稼ぎ	48	かせぎ	kasegi
絶妙	48	ぜつみょう	zetsumyou
緩い	48	ぬるい	nurui
習慣	48	しゅうかん	shuukan
肺炎球菌	48	はいえんきゅうきん	haienkyuukin
脳内	48	のうない	nounai
臆病者	48	おくびょうもの	okubyoumono
臨時	48	りんじ	rinji
芝	48	しば	shiba
血まみれ	48	ちまみれ	chimamire
言い合う	48	いいあう	iiau
説明会	48	せつめいかい	setsumeikai
読み取る	48	よみとる	yomitoru
責務	48	せきむ	sekimu
身の丈	48	みのたけ	minotake
退役	48	たいえき	taieki
進級	48	しんきゅう	shinkyuu
遺族	48	いぞく	izoku
部位	48	ぶい	bui
野良犬	48	のらいぬ	norainu
開き直る	48	ひらきなおる	hirakinaoru
階級	48	かいきゅう	kaikyuu
雇い主	48	やといぬし, こしゅ	yatoinushi, koshu
離れ離れ	48	はなればなれ	hanarebanare
雨音	48	あまおと	amaoto
面接官	48	めんせつかん	mensetsukan
類い	48	たぐい	tagui
食器	48	しょっき	shokki
養子	48	ようし	youshi
餌食	48	えじき	ejiki
駆除	48	くじょ	kujo
高み	48	たかみ	takami
高め	48	たかめ	takame
魔導	48	まどう	madou
麗しい	48	うるわしい	uruwashii
あおやま	47	せいざん, あおやま	seizan, aoyama
あずさ	47	あずさ, アズサ	azusa, azusa
あのさあ	47	あのね, あのねえ, あんね, あのさ, あのさあ	anone, anonee, anne, anosa, anosaa
あるべき	47	あるべき	arubeki
うま	47	うま	uma
おだ	47	おだ	oda
お母ちゃん	47	おかあちゃん	okaachan
かぶせる	47	かぶせる	kabuseru
がんばれ	47	がんばれ	ganbare
くいな	47	くいな, クイナ	kuina, kuina
くつろぐ	47	くつろぐ	kutsurogu
くどい	47	くどい	kudoi
こする	47	こする	kosuru
ごらんなさい	47	ごらんなさい	gorannasai
ざっと	47	ざっと	zatto
たかだか	47	たかだか	takadaka
つむる	47	つぶる, つむる	tsuburu, tsumuru
つれない	47	つれない	tsurenai
ないで	47	ないで	naide
なくして	47	なくして	nakushite
ぶざま	47	ぶざま	buzama
まぐち	47	まぐち	maguchi
まみれる	47	まみれる	mamireru
まんざら	47	まんざら	manzara
もう１度	47	もういちど	mouichido
よくよく	47	よくよく	yokuyoku
わかんない	47	わかんない	wakannai
わくわく	47	わくわく, ワクワク	wakuwaku, wakuwaku
アフレコ	47	アフレコ	afureko
カバ	47	かば, かわうま, カバ	kaba, kawauma, kaba
ガツン	47	ガツン, がつん	gatsun, gatsun
キャンプ場	47	キャンプじょう	kyanpujou
キューブ	47	キューブ	kyu-bu
キーワード	47	キーワード	ki-wa-do
ギャング	47	ギャング	gyangu
クローゼット	47	クローゼット, クロゼット	kuro-zetto, kurozetto
グダグダ	47	グダグダ, ぐだぐだ, クタクタ, くたくた, グタグタ, ぐたぐた	gudaguda, gudaguda, kutakuta, kutakuta, gutaguta, gutaguta
グレー	47	グレー, グレイ	gure-, gurei
コンプレックス	47	コンプレックス	konpurekkusu
ゴミ箱	47	ゴミばこ, ごみばこ	gomibako, gomibako
シュッシュッ	47	シュッシュッ, しゅっしゅっ	shusshu, shusshu
シール	47	シール	shi-ru
ジャガー	47	ジャガー	jaga-
スタミナ	47	スタミナ	sutamina
セレブ	47	セレブ	serebu
デマ	47	デマ	dema
ナース	47	ナース	na-su
ハッチ	47	ハッチ	hacchi
ハンサム	47	ハンサム	hansamu
ハーレム	47	ハーレム, ハレム	ha-remu, haremu
バラライカ	47	バラライカ	bararaika
ヒグマ	47	ひぐま, ヒグマ	higuma, higuma
ピストル	47	ピストル	pisutoru
ファイヤー	47	ファイア, ファイアー, ファイヤー, ファイヤ	fwaia, fwaia-, fwaiya-, fwaiya
フランク	47	フランク	furanku
ブロッコリー	47	ブロコリ, ブロッコリー, ブロッコリ	burokori, burokkori-, burokkori
ベット	47	ベット	betto
ベランダ	47	ベランダ, ベランダー	beranda, beranda-
ベール	47	ベール, ヴェール	be-ru, vye-ru
マシーン	47	マシン, マシーン	mashin, mashi-n
ランナー	47	ランナー	ranna-
ラーメン屋	47	ラーメンや	ra-men'ya
一番上	47	いちばんうえ	ichibanue
万年	47	まんねん	mannen
不意	47	ふい	fui
中る	47	あたる	ataru
中間	47	ちゅうかん	chuukan
乗り物	47	のりもの	norimono
二階	47	にかい	nikai
今週末	47	こんしゅうまつ	konshuumatsu
休み時間	47	やすみじかん	yasumijikan
使い果たす	47	つかいはたす	tsukaihatasu
修羅	47	しゅら	shura
優勢	47	ゆうせい	yuusei
先方	47	せんぽう, さきかた	senpou, sakikata
免じる	47	めんじる	menjiru
共和制	47	きょうわせい	kyouwasei
処女	47	しょじょ	shojo
出店	47	でみせ	demise
出歩く	47	であるく	dearuku
切り落とす	47	きりおとす	kiriotosu
勧告	47	かんこく	kankoku
千歳	47	せんねん, ちとせ, せんざい	sennen, chitose, senzai
南極	47	なんきょく	nankyoku
向上	47	こうじょう	koujou
嗅覚	47	きゅうかく	kyuukaku
大手	47	おおて	oote
大至急	47	だいしきゅう	daishikyuu
大違い	47	おおちがい	oochigai
始業式	47	しぎょうしき	shigyoushiki
学級委員	47	がっきゅういいん	gakkyuuiin
導	47	しるべ	shirube
巻き添え	47	まきぞえ	makizoe
年金	47	ねんきん	nenkin
幾度	47	いくど, いくたび	ikudo, ikutabi
従って	47	したがって	shitagatte
御前	47	おまえ, おまい, おめえ	omae, omai, omee
愛し合う	47	あいしあう	aishiau
手当	47	てあて	teate
技術者	47	ぎじゅつしゃ	gijutsusha
撃ち込む	47	うちこむ	uchikomu
改まる	47	あらたまる	aratamaru
放電	47	ほうでん	houden
敵対	47	てきたい	tekitai
敵影	47	てきえい	tekiei
料金	47	りょうきん	ryoukin
晴れ女	47	はれおんな	hareonna
汁	47	しる, つゆ	shiru, tsuyu
海岸	47	かいがん	kaigan
満喫	47	まんきつ	mankitsu
無差別	47	むさべつ	musabetsu
物理	47	ぶつり	butsuri
甘い物	47	あまいもの	amaimono
生き抜く	47	いきぬく	ikinuku
生き生き	47	いきいき	ikiiki
生まれながら	47	うまれながら	umarenagara
矜持	47	きょうじ, きんじ	kyouji, kinji
石橋	47	いしばし, せっきょう	ishibashi, sekkyou
絶好調	47	ぜっこうちょう	zekkouchou
翻	47	こぼし	koboshi
老いぼれる	47	おいぼれる	oiboreru
職務	47	しょくむ	shokumu
育成	47	いくせい	ikusei
自主	47	じしゅ	jishu
自意識	47	じいしき	jiishiki
自我	47	じが	jiga
華やか	47	はなやか	hanayaka
装	47	そう	sou
誤魔化す	47	ごまかす	gomakasu
販売	47	はんばい, ハンバイ	hanbai, hanbai
踏み入れる	47	ふみいれる	fumiireru
軍事的	47	ぐんじてき	gunjiteki
金時	47	きんとき	kintoki
金魚	47	きんぎょ	kingyo
銀座	47	ぎんざ	ginza
隔離	47	かくり	kakuri
難攻不落	47	なんこうふらく	nankoufuraku
飛行船	47	ひこうせん	hikousen
食感	47	しょっかん	shokkan
首謀者	47	しゅぼうしゃ	shubousha
駆け出し	47	かけだし	kakedashi
ありったけ	46	ありったけ	arittake
いちろう	46	いちろう	ichirou
うなぎ	46	うなぎ, ウナギ	unagi, unagi
うば	46	そぼ, ばば, おおば, おば, うば	sobo, baba, ooba, oba, uba
おしい	46	おしい	oshii
おっかない	46	おっかない	okkanai
おま	46	ぼば, おうま, おま, おすうま	boba, ouma, oma, osuuma
くすぐる	46	くすぐる	kusuguru
さえる	46	さえる	saeru
さよ	46	さよ	sayo
たぶらかす	46	たぶらかす	taburakasu
ちゅうちょ	46	ちゅうちょ	chuucho
ちょこちょこ	46	ちょこちょこ	chokochoko
ったらしい	46	たらしい, ったらしい	tarashii, ttarashii
つと	46	つと	tsuto
つばさ	46	つばさ	tsubasa
つまずく	46	つまずく, つまづく	tsumazuku, tsumazuku
でたらめ	46	でたらめ, デタラメ	detarame, detarame
どうあれ	46	どうあれ	douare
どの道	46	どのみち	donomichi
ないい	46	ないい	naii
なおこ	46	なおこ	naoko
ねじ伏せる	46	ねじふせる	nejifuseru
ぶら下がる	46	ぶらさがる	burasagaru
ほうき	46	ほうき	houki
まだしも	46	まだしも	madashimo
むける	46	むける	mukeru
アロハ	46	アロハ	aroha
カッパ	46	カッパ, かっぱ	kappa, kappa
キャッチボール	46	キャッチボール, キャッチ・ボール	kyacchibo-ru, kyacchi・bo-ru
クライマックス	46	クライマックス	kuraimakkusu
グチャグチャ	46	ぐちゃぐちゃ, グチャグチャ	guchagucha, guchagucha
グラフ	46	グラフ	gurafu
ケア	46	ケア	kea
ゲル	46	ゲル	geru
ゲームオーバー	46	ゲームオーバー, ゲーム・オーバー	ge-muo-ba-, ge-mu・o-ba-
サイボーグ	46	サイボーグ	saibo-gu
サン	46	サン	san
サーカス	46	サーカス	sa-kasu
シャンパン	46	シャンパン, シャンペン, シャンパーニュ	shanpan, shanpen, shanpa-nyu
ジャジャーン	46	ジャーン	ja-n
スタイリッシュ	46	スタイリッシュ	sutairisshu
スタンプ	46	スタンプ	sutanpu
スムーズ	46	スムーズ, スムース	sumu-zu, sumu-su
セキュリティー	46	セキュリティ, セキュリティー	sekyurithi, sekyurithi-
タンゴ	46	タンゴ	tango
チャーシュー	46	チャーシュー	cha-shu-
トレース	46	トレース	tore-su
ドロドロ	46	どろどろ, ドロドロ	dorodoro, dorodoro
ニュー	46	ニュー	nyu-
ネットワーク	46	ネットワーク	nettowa-ku
ノン	46	ノン	non
バーミリオン	46	バーミリオン	ba-mirion
パール	46	パール	pa-ru
ホー	46	ホー, かわ	ho-, kawa
ミカン	46	みかん, ミカン	mikan, mikan
モカ	46	モカ	moka
ルール違反	46	ルールいはん	ru-ruihan
レバー	46	レバー	reba-
レンズ	46	レンズ	renzu
ロム	46	ロム	romu
一人ぼっち	46	ひとりぼっち, ひとりぽっち	hitoribocchi, hitoripocchi
人工	46	じんこう	jinkou
人種	46	じんしゅ	jinshu
付け	46	つけ, ツケ	tsuke, tsuke
使いこなす	46	つかいこなす	tsukaikonasu
供	46	とも	tomo
保留	46	ほりゅう	horyuu
偽る	46	いつわる	itsuwaru
儀	46	ぎ	gi
充電	46	じゅうでん	juuden
入団	46	にゅうだん	nyuudan
全体的	46	ぜんたいてき	zentaiteki
凶悪	46	きょうあく	kyouaku
出し	46	だし, ダシ	dashi, dashi
出迎え	46	でむかえ	demukae
副主席	46	ふくしゅせき	fukushuseki
効率的	46	こうりつてき	kouritsuteki
即刻	46	そっこく	sokkoku
反す	46	かえす	kaesu
取りつく	46	とりつく	toritsuku
受験勉強	46	じゅけんべんきょう	jukenbenkyou
同等	46	どうとう	doutou
名簿	46	めいぼ	meibo
吹き飛ぶ	46	ふきとぶ	fukitobu
困ったこと	46	こまったこと	komattakoto
堪能	46	たんのう	tannou
塀	46	へい	hei
